Product_ID,Date,Market_Price,Quantity,Revenue ($),Visibility,Review Score,Number of Reviewers,Stock,Base_Price
1,1/1/2024,1187,22,26114,0.17066594390705075,2.4,408,99,689.0960046844189
1,1/2/2024,851,36,30636,5.200588787491576,2.4,32,13,689.0960046844189
1,1/3/2024,932,33,30756,3.049840310478211,2.4,111,54,689.0960046844189
1,1/4/2024,844,36,30384,7.14700602227429,2.4,232,77,689.0960046844189
1,1/5/2024,996,30,29880,5.23242144036866,2.4,212,6,689.0960046844189
1,1/6/2024,1172,23,26956,1.494702564737815,2.4,404,54,689.0960046844189
1,1/7/2024,1439,12,17268,7.398132132776383,2.4,183,84,689.0960046844189
1,1/8/2024,1042,28,29176,1.398001472916716,2.4,15,30,689.0960046844189
1,1/9/2024,1004,30,30120,7.237723717383606,2.4,128,82,689.0960046844189
1,1/10/2024,1178,23,27094,0.5063855636892243,2.4,17,34,689.0960046844189
1,1/11/2024,999,30,29970,5.492919119693759,2.4,197,60,689.0960046844189
1,1/12/2024,1198,22,26356,1.2586564553789905,2.4,476,20,689.0960046844189
1,1/13/2024,934,33,30822,9.304734959511345,2.4,43,23,689.0960046844189
1,1/14/2024,1343,16,21488,1.0782242173968364,2.4,454,37,689.0960046844189
1,1/15/2024,1045,28,29260,8.942300352151538,2.4,447,42,689.0960046844189
1,1/16/2024,1343,16,21488,8.242281565982843,2.4,49,81,689.0960046844189
1,1/17/2024,809,38,30742,0.73164483534088,2.4,292,60,689.0960046844189
1,1/18/2024,1437,12,17244,0.6855089062938745,2.4,211,40,689.0960046844189
1,1/19/2024,1023,29,29667,5.875889120120977,2.4,201,17,689.0960046844189
1,1/20/2024,1228,21,25788,9.357575785731436,2.4,109,8,689.0960046844189
1,1/21/2024,1355,16,21680,8.563179950536865,2.4,151,18,689.0960046844189
1,1/22/2024,1231,21,25851,2.4526712545640663,2.4,429,5,689.0960046844189
1,1/23/2024,1476,11,16236,6.826696842502058,2.4,164,22,689.0960046844189
1,1/24/2024,894,34,30396,6.204555691795467,2.4,17,93,689.0960046844189
1,1/25/2024,1156,24,27744,9.480964314610269,2.4,262,24,689.0960046844189
1,1/26/2024,939,32,30048,8.250090440802776,2.4,485,54,689.0960046844189
1,1/27/2024,824,37,30488,6.21716862978491,2.4,463,55,689.0960046844189
1,1/28/2024,1105,26,28730,3.61435089918335,2.4,136,65,689.0960046844189
1,1/29/2024,1415,13,18395,7.263160650492913,2.4,265,86,689.0960046844189
1,1/30/2024,972,31,30132,7.325412452217577,2.4,213,33,689.0960046844189
1,1/31/2024,1110,26,28860,8.696850185766438,2.4,41,51,689.0960046844189
1,2/1/2024,894,34,30396,1.1220611894513728,2.4,435,24,689.0960046844189
1,2/2/2024,808,38,30704,8.059439293369918,2.4,475,48,689.0960046844189
1,2/3/2024,1429,13,18577,4.458388553940792,2.4,325,10,689.0960046844189
1,2/4/2024,1115,25,27875,8.503551686139364,2.4,193,95,689.0960046844189
1,2/5/2024,1114,25,27850,0.6104257438936628,2.4,213,67,689.0960046844189
1,2/6/2024,1419,13,18447,0.8783692643648194,2.4,245,77,689.0960046844189
1,2/7/2024,1432,12,17184,6.152462274696009,2.4,276,3,689.0960046844189
1,2/8/2024,828,37,30636,7.748117009584366,2.4,354,99,689.0960046844189
1,2/9/2024,1395,14,19530,6.811523196425346,2.4,92,57,689.0960046844189
1,2/10/2024,848,36,30528,3.773909452259526,2.4,149,51,689.0960046844189
1,2/11/2024,833,37,30821,4.84935894003665,2.4,72,49,689.0960046844189
1,2/12/2024,851,36,30636,3.655217502483876,2.4,433,27,689.0960046844189
1,2/13/2024,993,30,29790,7.070211287562041,2.4,485,82,689.0960046844189
1,2/14/2024,1277,19,24263,3.9903123946394747,2.4,438,84,689.0960046844189
1,2/15/2024,936,33,30888,7.676836883708315,2.4,286,70,689.0960046844189
1,2/16/2024,863,36,31068,3.9873020067666523,2.4,232,39,689.0960046844189
1,2/17/2024,1343,16,21488,9.42646581252701,2.4,362,82,689.0960046844189
1,2/18/2024,1012,30,30360,0.7100908549520991,2.4,386,22,689.0960046844189
1,2/19/2024,1329,17,22593,9.262144795408002,2.4,227,90,689.0960046844189
1,2/20/2024,1393,14,19502,3.968012072522945,2.4,277,19,689.0960046844189
1,2/21/2024,1329,17,22593,4.05061211678421,2.4,126,80,689.0960046844189
1,2/22/2024,1077,27,29079,0.16546943195252328,2.4,259,90,689.0960046844189
1,2/23/2024,1028,29,29812,6.645378276805748,2.4,242,13,689.0960046844189
1,2/24/2024,1211,21,25431,0.5167824524391552,2.4,109,38,689.0960046844189
1,2/25/2024,1144,24,27456,7.563988078305924,2.4,338,32,689.0960046844189
1,2/26/2024,806,38,30628,5.195958728506082,2.4,391,81,689.0960046844189
1,2/27/2024,1174,23,27002,7.466956283362967,2.4,37,95,689.0960046844189
1,2/28/2024,826,37,30562,6.822929365682715,2.4,210,57,689.0960046844189
1,2/29/2024,1099,26,28574,2.6024695801994366,2.4,111,72,689.0960046844189
1,3/1/2024,1459,11,16049,0.2257957601266653,2.4,61,61,689.0960046844189
1,3/2/2024,1339,16,21424,1.261699632930863,2.4,135,73,689.0960046844189
1,3/3/2024,1453,12,17436,6.599912955929935,2.4,279,24,689.0960046844189
1,3/4/2024,1154,24,27696,2.139332403050637,2.4,191,49,689.0960046844189
1,3/5/2024,1279,19,24301,8.307553966576616,2.4,341,67,689.0960046844189
1,3/6/2024,1009,30,30270,9.316531725785882,2.4,308,24,689.0960046844189
1,3/7/2024,1179,23,27117,8.620241450257087,2.4,203,56,689.0960046844189
1,3/8/2024,1460,11,16060,4.746049640458429,2.4,468,38,689.0960046844189
1,3/9/2024,860,36,30960,8.380402083293419,2.4,231,98,689.0960046844189
1,3/10/2024,1127,25,28175,2.4122888252304673,2.4,454,20,689.0960046844189
1,3/11/2024,1195,22,26290,5.6628545047703085,2.4,352,93,689.0960046844189
1,3/12/2024,1210,21,25410,9.739664513276667,2.4,71,13,689.0960046844189
1,3/13/2024,1014,29,29406,0.31889641708547256,2.4,249,25,689.0960046844189
1,3/14/2024,1044,28,29232,6.9815651365759654,2.4,77,22,689.0960046844189
1,3/15/2024,850,36,30600,1.693798797923217,2.4,45,18,689.0960046844189
1,3/16/2024,1429,13,18577,5.6913291544620765,2.4,402,76,689.0960046844189
1,3/17/2024,1187,22,26114,7.026319173748444,2.4,114,80,689.0960046844189
1,3/18/2024,1112,25,27800,4.9063296241992225,2.4,305,24,689.0960046844189
1,3/19/2024,987,31,30597,3.0216674208884338,2.4,187,7,689.0960046844189
1,3/20/2024,1316,17,22372,8.446754168700405,2.4,43,5,689.0960046844189
1,3/21/2024,838,37,31006,1.9031681242645686,2.4,290,38,689.0960046844189
1,3/22/2024,1192,22,26224,7.917368769775058,2.4,268,59,689.0960046844189
1,3/23/2024,1245,20,24900,2.376992176648361,2.4,396,79,689.0960046844189
1,3/24/2024,952,32,30464,6.1144769155338095,2.4,288,64,689.0960046844189
1,3/25/2024,1436,12,17232,2.994852920684547,2.4,31,78,689.0960046844189
1,3/26/2024,1105,26,28730,1.6216081451092845,2.4,205,27,689.0960046844189
1,3/27/2024,1259,19,23921,8.154333441482208,2.4,188,89,689.0960046844189
1,3/28/2024,1128,25,28200,9.771703092116015,2.4,265,11,689.0960046844189
1,3/29/2024,1057,28,29596,5.753585314251922,2.4,353,41,689.0960046844189
1,3/30/2024,1420,13,18460,3.60440797782077,2.4,149,77,689.0960046844189
1,3/31/2024,1162,23,26726,2.07503890068278,2.4,303,74,689.0960046844189
1,4/1/2024,815,38,30970,8.173365773522063,2.4,495,16,689.0960046844189
1,4/2/2024,1096,26,28496,6.628753674584302,2.4,3,71,689.0960046844189
1,4/3/2024,1246,20,24920,8.065532679351971,2.4,372,0,689.0960046844189
1,4/4/2024,1063,27,28701,6.06780980331514,2.4,281,87,689.0960046844189
1,4/5/2024,1082,27,29214,6.45079843339864,2.4,339,81,689.0960046844189
1,4/6/2024,1154,24,27696,7.3964414364022195,2.4,35,53,689.0960046844189
1,4/7/2024,1391,14,19474,2.8118455639237436,2.4,401,29,689.0960046844189
1,4/8/2024,1290,18,23220,4.403459303216815,2.4,41,55,689.0960046844189
1,4/9/2024,1478,11,16258,9.032639065434026,2.4,336,72,689.0960046844189
1,4/10/2024,1131,25,28275,6.130131515823137,2.4,382,11,689.0960046844189
1,4/11/2024,882,35,30870,7.036409330172462,2.4,5,87,689.0960046844189
1,4/12/2024,805,38,30590,6.214845380991772,2.4,146,95,689.0960046844189
1,4/13/2024,892,34,30328,0.6744751262722805,2.4,237,82,689.0960046844189
1,4/14/2024,1364,15,20460,1.0921817974626247,2.4,88,20,689.0960046844189
1,4/15/2024,814,38,30932,4.919621563291718,2.4,418,98,689.0960046844189
1,4/16/2024,1092,26,28392,2.201666154055284,2.4,93,45,689.0960046844189
1,4/17/2024,815,38,30970,1.539474182549701,2.4,64,77,689.0960046844189
1,4/18/2024,828,37,30636,0.9908998692697842,2.4,23,38,689.0960046844189
1,4/19/2024,901,34,30634,0.5183905979571886,2.4,54,62,689.0960046844189
1,4/20/2024,1290,18,23220,0.9180515322594756,2.4,393,80,689.0960046844189
1,4/21/2024,1071,27,28917,6.896679331577711,2.4,418,35,689.0960046844189
1,4/22/2024,1358,15,20370,2.4604542613480334,2.4,189,100,689.0960046844189
1,4/23/2024,1404,14,19656,0.8516041902186896,2.4,216,19,689.0960046844189
1,4/24/2024,1217,21,25557,6.356870291590815,2.4,73,62,689.0960046844189
1,4/25/2024,1068,27,28836,2.863179236711635,2.4,118,86,689.0960046844189
1,4/26/2024,1091,26,28366,0.7550787535839903,2.4,244,91,689.0960046844189
1,4/27/2024,820,37,30340,4.055751887113701,2.4,210,27,689.0960046844189
1,4/28/2024,912,34,31008,6.038319416325645,2.4,46,97,689.0960046844189
1,4/29/2024,1148,24,27552,7.769950958241436,2.4,467,14,689.0960046844189
1,4/30/2024,1217,21,25557,6.068952320602184,2.4,492,49,689.0960046844189
1,5/1/2024,1027,29,29783,7.664961536952913,2.4,41,50,689.0960046844189
1,5/2/2024,1302,18,23436,1.076335570404558,2.4,243,0,689.0960046844189
1,5/3/2024,1230,21,25830,6.118426890843117,2.4,301,81,689.0960046844189
1,5/4/2024,1013,29,29377,4.612220049104183,2.4,478,73,689.0960046844189
1,5/5/2024,895,34,30430,6.333186012584011,2.4,459,32,689.0960046844189
1,5/6/2024,808,38,30704,0.5548782800208593,2.4,314,11,689.0960046844189
1,5/7/2024,1199,22,26378,1.0077819407545008,2.4,446,69,689.0960046844189
1,5/8/2024,1323,17,22491,5.431958604349097,2.4,384,82,689.0960046844189
1,5/9/2024,1156,24,27744,2.297530901219672,2.4,102,48,689.0960046844189
1,5/10/2024,1001,30,30030,1.4096673091265501,2.4,232,79,689.0960046844189
